"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","23",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","55,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","36,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,293,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,520,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","156,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","12",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,561,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,576,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","434,203,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","177,952,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","12.5",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES HARVESTED","TOTAL","NOT SPECIFIED","54,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","55,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,391,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,944,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - ACRES HARVESTED","TOTAL","NOT SPECIFIED","54,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - ACRES PLANTED","TOTAL","NOT SPECIFIED","55,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,391,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,944,000",""
"SURVEY","1968","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","202,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","220,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,171,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,145,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","996,195,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","986,332,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","88.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","538,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","7,263,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","13.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,808,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","142,253,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","7,295,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.6",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","848,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","1,709,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.02",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,960,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","5,586,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.85",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,860,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,535,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","68,932,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","101,370,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","22",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","53,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","36,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,200,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,340,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","132,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","11",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,246,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,361,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","360,663,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","144,265,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES PLANTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","10,600",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,360,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,650,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27.5",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,360,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,650,000",""
"SURVEY","1967","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27.5",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,676,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,132,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","15,800",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,055,045,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","901,748,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","89",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","480,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","6,960,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","57,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","FLAXSEED","FLAXSEED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","19",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,980,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","158,580,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","7,929,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.66",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","901,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","1,900,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.11",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,079,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","6,029,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","HAY","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.9",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,979,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,817,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","73,738,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","106,866,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - ACRES PLANTED","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","80,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","RYE","RYE - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM - ACRES PLANTED","TOTAL","NOT SPECIFIED","51,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,376,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,400,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","195,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SORGHUM","SORGHUM, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","15",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,996,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,010,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","396,458,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","147,382,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","29.5",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","16,400",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","9.6",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES HARVESTED","TOTAL","NOT SPECIFIED","45,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","47,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,614,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,485,000",""
"SURVEY","1966","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33",""
